,image,label
2912,"[[[15 15 15]
  [28 24 25]
  [38 28 36]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 1  1  3]]

 [[30 30 30]
  [36 32 33]
  [37 27 35]
  ...
  [ 1  1  1]
  [ 1  1  0]
  [ 0  0  2]]

 [[32 32 32]
  [37 32 36]
  [36 26 34]
  ...
  [ 1  1  1]
  [ 1  1  0]
  [ 0  0  2]]

 ...

 [[16 17 22]
  [19 18 26]
  [21 19 30]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[19 20 25]
  [19 18 26]
  [19 17 28]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[23 24 29]
  [21 20 28]
  [17 15 28]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]]",0
2913,"[[[31 32 36]
  [37 30 37]
  [35 17 29]
  ...
  [ 1  2  0]
  [ 2  0  3]
  [ 2  0 13]]

 [[16 17 19]
  [28 21 28]
  [35 17 29]
  ...
  [ 0  1  0]
  [ 1  0  2]
  [ 3  0 14]]

 [[13 14 16]
  [27 20 27]
  [37 19 31]
  ...
  [ 0  1  0]
  [ 1  0  0]
  [ 2  0 12]]

 ...

 [[16 17 21]
  [18 17 22]
  [19 19 21]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  5]]

 [[16 17 19]
  [17 17 17]
  [18 18 18]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[16 18 17]
  [17 17 17]
  [17 17 15]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  2]]]",0
2914,"[[[14 15 20]
  [27 20 28]
  [43 25 37]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 2  0  1]]

 [[28 29 34]
  [35 28 36]
  [42 24 36]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 1  0  0]]

 [[31 32 37]
  [36 29 37]
  [41 23 35]
  ...
  [ 0  2  1]
  [ 0  0  0]
  [ 1  0  0]]

 ...

 [[18 20 17]
  [21 19 20]
  [26 20 24]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[22 24 21]
  [23 21 22]
  [24 18 22]
  ...
  [ 1  2  0]
  [ 0  1  0]
  [ 0  0  0]]

 [[26 28 25]
  [24 22 23]
  [23 17 21]
  ...
  [ 1  2  0]
  [ 0  1  0]
  [ 0  0  0]]]",0
2915,"[[[32 37 43]
  [36 30 42]
  [38 21 40]
  ...
  [ 1  1  3]
  [ 3  0  0]
  [ 4  0  0]]

 [[17 22 28]
  [28 22 34]
  [39 22 41]
  ...
  [ 0  0  2]
  [ 3  0  0]
  [ 3  0  0]]

 [[13 18 22]
  [26 20 30]
  [41 24 42]
  ...
  [ 0  0  0]
  [ 1  0  0]
  [ 3  0  0]]

 ...

 [[22 23 18]
  [24 23 19]
  [23 19 20]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[14 15  9]
  [19 18 14]
  [21 17 16]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[ 5  6  0]
  [13 12  7]
  [20 16 15]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  4]]]",0
2916,"[[[13 13 15]
  [23 18 24]
  [34 24 35]
  ...
  [ 0  1  0]
  [ 1  0  0]
  [ 2  0  1]]

 [[28 28 30]
  [32 27 33]
  [34 24 33]
  ...
  [ 1  2  0]
  [ 1  0  0]
  [ 1  0  0]]

 [[32 32 32]
  [34 29 33]
  [33 23 32]
  ...
  [ 1  2  0]
  [ 0  1  0]
  [ 1  0  2]]

 ...

 [[20 21 23]
  [22 21 26]
  [23 22 30]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 2  0  3]]

 [[23 24 26]
  [23 22 27]
  [22 21 29]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 1  0  4]]

 [[27 28 30]
  [24 23 28]
  [20 19 27]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 1  0  4]]]",0
2917,"[[[44 48 49]
  [62 57 54]
  [57 42 35]
  ...
  [ 1  2  0]
  [ 0  0  2]
  [ 0  0  9]]

 [[26 30 31]
  [49 44 41]
  [51 36 29]
  ...
  [ 0  1  0]
  [ 0  0  2]
  [ 0  0  9]]

 [[21 25 24]
  [45 40 36]
  [48 34 25]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 1  0  8]]

 ...

 [[35 34 40]
  [38 33 39]
  [40 29 35]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[29 28 36]
  [33 28 35]
  [39 28 36]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[21 19 30]
  [28 22 32]
  [38 27 35]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]]",0
2918,"[[[21 25 34]
  [43 38 42]
  [58 45 39]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[39 43 52]
  [55 50 54]
  [59 46 40]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[45 49 58]
  [59 54 58]
  [60 47 41]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 ...

 [[28 33 29]
  [36 31 27]
  [45 30 25]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  5]]

 [[35 40 34]
  [41 36 32]
  [46 31 26]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  5]]

 [[33 38 32]
  [39 34 28]
  [45 30 23]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  5]]]",0
2919,"[[[43 48 51]
  [58 54 53]
  [59 46 40]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  2]]

 [[25 30 33]
  [47 43 40]
  [58 45 39]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  2]]

 [[20 25 28]
  [44 40 37]
  [59 46 38]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  2]]

 ...

 [[25 32 24]
  [33 32 27]
  [42 30 30]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[17 24 16]
  [28 27 22]
  [42 30 30]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[14 21 13]
  [27 26 21]
  [44 32 32]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]]",0
2920,"[[[29 27 38]
  [41 31 39]
  [56 37 41]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[46 44 55]
  [54 44 52]
  [62 43 47]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[51 50 58]
  [59 49 57]
  [66 47 51]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  2]]

 ...

 [[23 29 27]
  [36 34 35]
  [41 31 32]
  ...
  [ 0  1  0]
  [ 2  1  0]
  [ 1  0  5]]

 [[30 36 34]
  [40 38 39]
  [42 32 33]
  ...
  [ 1  0  0]
  [ 2  1  0]
  [ 1  0  5]]

 [[32 38 36]
  [41 39 40]
  [39 29 30]
  ...
  [ 1  0  0]
  [ 2  1  0]
  [ 1  0  4]]]",0
2921,"[[[41 43 56]
  [54 52 57]
  [54 45 40]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[27 29 42]
  [46 44 49]
  [55 46 41]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[24 26 39]
  [45 43 48]
  [56 47 42]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 ...

 [[28 34 30]
  [36 35 33]
  [45 35 36]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[18 24 20]
  [29 28 26]
  [41 31 32]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[ 6 12  8]
  [20 19 17]
  [38 28 29]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]]",0
2922,"[[[27 27 29]
  [45 37 35]
  [59 41 39]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  0]]

 [[45 45 47]
  [57 48 49]
  [62 44 42]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  2]]

 [[49 48 53]
  [59 50 51]
  [61 43 41]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  2]]

 ...

 [[26 30 29]
  [39 34 31]
  [46 28 24]
  ...
  [ 0  1  0]
  [ 1  1  0]
  [ 0  0  5]]

 [[35 39 38]
  [46 41 38]
  [49 31 27]
  ...
  [ 0  1  0]
  [ 1  1  0]
  [ 0  0  5]]

 [[35 39 38]
  [46 41 38]
  [50 32 28]
  ...
  [ 0  1  0]
  [ 1  1  0]
  [ 0  0  5]]]",0
2923,"[[[45 43 48]
  [64 53 57]
  [56 41 38]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[29 27 32]
  [54 43 47]
  [56 41 38]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[26 24 29]
  [52 43 44]
  [57 42 39]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[28 27 25]
  [41 31 32]
  [51 30 37]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[21 17 16]
  [34 22 24]
  [49 26 34]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[17 13 12]
  [30 18 20]
  [43 20 28]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  1  0]]]",0
2924,"[[[20 23 30]
  [43 36 43]
  [59 43 44]
  ...
  [ 1  2  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[39 43 46]
  [56 50 52]
  [61 46 43]
  ...
  [ 1  2  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[46 50 49]
  [61 56 52]
  [62 47 40]
  ...
  [ 1  2  0]
  [ 0  0  0]
  [ 0  0  4]]

 ...

 [[23 23 25]
  [39 30 31]
  [53 35 35]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[26 26 26]
  [41 33 31]
  [53 35 31]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[31 31 29]
  [43 35 32]
  [51 34 27]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]]",0
2925,"[[[49 52 59]
  [60 58 59]
  [59 50 41]
  ...
  [ 0  0  0]
  [ 2  2  4]
  [ 1  0 10]]

 [[32 35 44]
  [49 47 48]
  [57 48 41]
  ...
  [ 0  0  0]
  [ 2  2  4]
  [ 1  0  8]]

 [[26 28 40]
  [45 43 46]
  [56 47 42]
  ...
  [ 0  0  0]
  [ 1  1  3]
  [ 1  0  8]]

 ...

 [[29 31 28]
  [35 31 30]
  [42 30 34]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[25 27 24]
  [33 29 28]
  [43 31 35]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[21 23 20]
  [32 28 27]
  [45 33 37]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",0
2926,"[[[35 36 31]
  [43 33 31]
  [53 33 32]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[38 38 36]
  [49 39 38]
  [61 41 40]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[46 46 46]
  [54 44 43]
  [61 41 40]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 ...

 [[21 25 28]
  [32 26 30]
  [44 27 33]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[30 34 35]
  [38 32 34]
  [45 29 32]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  1  0]]

 [[39 43 44]
  [44 38 40]
  [46 30 33]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  1  0]]]",0
2927,"[[[37 39 52]
  [54 47 55]
  [53 33 35]
  ...
  [ 1  2  0]
  [ 0  1  0]
  [ 0  0  2]]

 [[26 28 40]
  [50 43 50]
  [58 38 39]
  ...
  [ 1  2  0]
  [ 0  1  0]
  [ 0  0  2]]

 [[24 27 34]
  [50 44 46]
  [62 43 37]
  ...
  [ 1  2  0]
  [ 0  0  0]
  [ 0  0  4]]

 ...

 [[24 28 27]
  [39 33 33]
  [46 30 30]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[13 18 12]
  [31 26 20]
  [42 27 20]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[12 18  8]
  [29 25 14]
  [41 27 16]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]]",0
2928,"[[[23 26 43]
  [43 37 51]
  [53 37 48]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[39 43 55]
  [53 47 59]
  [54 39 46]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[45 49 58]
  [57 52 58]
  [56 41 44]
  ...
  [ 1  1  0]
  [ 1  1  0]
  [ 1  1  3]]

 ...

 [[25 33 22]
  [36 36 28]
  [51 37 34]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  5]]

 [[29 36 29]
  [37 36 32]
  [50 36 36]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  7]]

 [[33 39 37]
  [39 37 38]
  [49 34 39]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  7]]]",0
2929,"[[[47 44 55]
  [61 50 54]
  [59 44 37]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[41 38 47]
  [57 46 50]
  [60 45 38]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 1  0  5]]

 [[23 20 29]
  [45 36 39]
  [58 43 36]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 1  0  5]]

 ...

 [[27 32 38]
  [38 35 44]
  [46 32 47]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[18 22 31]
  [31 28 39]
  [43 29 44]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[13 17 26]
  [28 25 36]
  [43 29 44]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]]",0
2930,"[[[24 27 32]
  [38 32 32]
  [58 39 32]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  2]]

 [[43 46 51]
  [51 45 45]
  [62 43 36]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  2]]

 [[46 49 54]
  [53 47 47]
  [61 42 35]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 0  0  2]]

 ...

 [[24 30 26]
  [36 32 31]
  [49 34 39]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  7]]

 [[33 39 35]
  [42 38 39]
  [50 35 42]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  7]]

 [[37 43 41]
  [43 39 40]
  [48 33 40]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  5]]]",0
2931,"[[[48 52 51]
  [61 57 54]
  [57 48 41]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[28 32 31]
  [48 45 40]
  [55 46 39]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[21 26 22]
  [44 41 36]
  [55 46 37]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 ...

 [[31 31 31]
  [43 34 37]
  [46 27 33]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[22 22 20]
  [37 28 29]
  [45 26 30]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[13 14  9]
  [31 23 21]
  [44 25 29]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]]",0
2932,"[[[36 25 41]
  [54 39 46]
  [64 43 40]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[42 31 45]
  [58 43 50]
  [64 45 41]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[56 48 61]
  [68 53 60]
  [66 47 43]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  2]]

 ...

 [[23 35 21]
  [32 34 23]
  [42 33 28]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[31 43 29]
  [38 39 31]
  [43 34 29]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[39 51 39]
  [42 45 36]
  [44 34 32]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  0]]]",0
2933,"[[[41 51 60]
  [56 57 61]
  [57 49 46]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[23 32 41]
  [44 45 49]
  [57 47 45]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[18 27 36]
  [42 41 46]
  [58 47 45]
  ...
  [ 0  1  0]
  [ 0  0  0]
  [ 0  0  4]]

 ...

 [[29 35 35]
  [37 32 36]
  [47 32 39]
  ...
  [ 1  2  0]
  [ 0  0  0]
  [ 0  0  2]]

 [[20 26 26]
  [31 26 30]
  [45 30 37]
  ...
  [ 1  2  0]
  [ 0  0  0]
  [ 0  0  4]]

 [[19 25 25]
  [30 25 29]
  [42 27 34]
  ...
  [ 1  2  0]
  [ 0  0  0]
  [ 0  0  4]]]",0
2934,"[[[23 24 29]
  [48 44 43]
  [54 41 33]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  5]]

 [[38 39 44]
  [56 52 51]
  [54 41 35]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  5]]

 [[41 41 49]
  [58 54 55]
  [53 39 36]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  4]]

 ...

 [[28 35 28]
  [36 32 29]
  [45 31 31]
  ...
  [ 0  0  0]
  [ 1  1  1]
  [ 0  0  2]]

 [[35 41 37]
  [41 37 36]
  [45 30 33]
  ...
  [ 0  0  0]
  [ 1  1  1]
  [ 0  0  2]]

 [[38 44 40]
  [41 37 36]
  [42 27 30]
  ...
  [ 0  0  0]
  [ 1  1  1]
  [ 1  0  2]]]",0
2935,"[[[37 41 53]
  [50 48 53]
  [55 41 38]
  ...
  [ 1  2  0]
  [ 0  1  0]
  [ 1  0  0]]

 [[27 31 43]
  [44 42 47]
  [55 41 38]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 1  0  0]]

 [[29 33 45]
  [46 44 49]
  [57 43 40]
  ...
  [ 0  1  0]
  [ 0  1  0]
  [ 1  0  0]]

 ...

 [[29 35 33]
  [37 35 38]
  [46 33 40]
  ...
  [ 0  0  2]
  [ 0  1  0]
  [ 0  1  0]]

 [[19 28 23]
  [31 31 31]
  [46 33 40]
  ...
  [ 0  0  2]
  [ 0  1  0]
  [ 0  1  0]]

 [[10 19 14]
  [26 26 24]
  [44 33 37]
  ...
  [ 0  0  2]
  [ 0  1  0]
  [ 0  1  0]]]",0
2936,"[[[30 43 26]
  [38 42 28]
  [35 31 22]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[20 32 18]
  [34 37 26]
  [40 36 27]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[15 27 17]
  [32 35 28]
  [40 35 31]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[18 24 24]
  [33 28 32]
  [41 26 31]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]

 [[17 23 21]
  [32 28 27]
  [41 26 29]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]

 [[16 22 18]
  [32 28 27]
  [42 28 28]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]]",0
2937,"[[[28 22 34]
  [44 32 46]
  [53 32 47]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[39 36 45]
  [38 26 38]
  [38 20 32]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[43 42 47]
  [34 24 32]
  [32 15 23]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[27 31 34]
  [32 27 33]
  [37 24 31]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[31 34 39]
  [33 28 35]
  [34 21 28]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[36 39 46]
  [34 29 36]
  [30 19 27]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",0
2938,"[[[43 49 21]
  [40 42 18]
  [35 32 13]
  ...
  [ 0  0  2]
  [ 1  1  1]
  [ 0  0  0]]

 [[32 37 17]
  [36 37 19]
  [40 36 24]
  ...
  [ 0  0  2]
  [ 1  1  1]
  [ 0  0  0]]

 [[29 32 23]
  [34 33 28]
  [41 36 33]
  ...
  [ 0  0  2]
  [ 1  1  1]
  [ 0  0  0]]

 ...

 [[27 33 31]
  [35 31 32]
  [36 21 26]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[21 28 21]
  [35 31 28]
  [41 27 27]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]

 [[13 20 12]
  [34 31 26]
  [47 33 32]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]]",0
2939,"[[[31 33 22]
  [39 31 28]
  [43 27 30]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[39 40 32]
  [40 35 31]
  [41 26 29]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[34 37 30]
  [38 33 30]
  [40 28 32]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[16 22 22]
  [29 27 30]
  [42 32 40]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]]

 [[21 26 29]
  [28 27 32]
  [38 28 36]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]]

 [[27 32 35]
  [28 27 32]
  [32 22 30]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]]]",0
2940,"[[[42 36 36]
  [38 30 27]
  [31 24 14]
  ...
  [ 0  0  0]
  [ 1  1  3]
  [ 0  0  2]]

 [[29 23 25]
  [37 29 27]
  [41 34 26]
  ...
  [ 0  0  0]
  [ 1  1  3]
  [ 0  0  2]]

 [[28 21 28]
  [37 28 31]
  [44 36 33]
  ...
  [ 0  0  0]
  [ 1  1  3]
  [ 0  0  2]]

 ...

 [[22 26 27]
  [33 31 34]
  [38 27 33]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[19 23 24]
  [32 30 33]
  [40 29 35]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[14 18 19]
  [30 28 31]
  [41 30 36]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",0
2941,"[[[26 31 24]
  [32 31 26]
  [40 30 29]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]

 [[32 37 30]
  [32 31 27]
  [34 24 23]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]

 [[32 37 31]
  [32 31 27]
  [34 24 25]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]

 ...

 [[33 29 30]
  [36 25 29]
  [41 22 28]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]

 [[34 30 31]
  [37 26 30]
  [41 22 28]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]

 [[35 31 32]
  [37 26 30]
  [40 21 27]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]]",0
2942,"[[[40 40 16]
  [37 30 11]
  [36 20  7]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[27 25 10]
  [36 28 17]
  [47 30 23]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[27 24 19]
  [37 27 26]
  [50 31 35]
  ...
  [ 1  1  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[28 31 24]
  [35 30 27]
  [36 19 25]
  ...
  [ 0  0  2]
  [ 1  1  3]
  [ 0  0  2]]

 [[23 26 19]
  [35 30 27]
  [41 25 28]
  ...
  [ 0  0  2]
  [ 1  1  3]
  [ 0  0  2]]

 [[16 19 10]
  [35 30 26]
  [48 32 35]
  ...
  [ 0  0  2]
  [ 1  1  3]
  [ 0  0  2]]]",0
2943,"[[[25 28 35]
  [36 33 42]
  [47 35 47]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]]

 [[30 33 42]
  [34 31 40]
  [40 28 40]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]]

 [[31 34 43]
  [34 31 42]
  [39 27 41]
  ...
  [ 0  0  0]
  [ 0  0  2]
  [ 0  0  2]]

 ...

 [[21 24 29]
  [30 27 34]
  [40 28 38]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[25 28 33]
  [30 27 34]
  [37 25 35]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[30 33 38]
  [30 27 34]
  [33 21 31]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",0
2944,"[[[39 50 46]
  [38 42 43]
  [36 31 37]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[23 34 30]
  [29 33 34]
  [36 31 37]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[16 27 23]
  [28 30 29]
  [39 33 37]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[32 34 33]
  [34 30 31]
  [36 24 28]
  ...
  [ 0  0  2]
  [ 1  1  3]
  [ 0  0  2]]

 [[26 28 27]
  [32 27 31]
  [40 27 34]
  ...
  [ 0  0  2]
  [ 1  1  3]
  [ 0  0  2]]

 [[18 19 21]
  [31 26 30]
  [45 32 39]
  ...
  [ 0  0  2]
  [ 1  1  3]
  [ 0  0  2]]]",0
2945,"[[[28 33 29]
  [37 35 36]
  [45 34 40]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[31 36 32]
  [34 32 33]
  [39 28 34]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[29 34 30]
  [32 30 31]
  [38 27 33]
  ...
  [ 0  0  2]
  [ 1  1  1]
  [ 0  0  0]]

 ...

 [[27 30 19]
  [34 29 23]
  [44 28 31]
  ...
  [ 0  0  0]
  [ 1  1  1]
  [ 0  0  2]]

 [[31 35 21]
  [35 30 24]
  [42 26 29]
  ...
  [ 0  0  0]
  [ 1  1  1]
  [ 0  0  2]]

 [[35 39 25]
  [37 32 26]
  [40 24 27]
  ...
  [ 0  0  0]
  [ 1  1  1]
  [ 0  0  2]]]",0
